id,movie_id,genre_id
1,0000008,1
2,0000008,2
3,0000010,1
4,0000010,2
5,0000012,1
6,0000012,2
7,0000091,2
8,0000091,3
9,0000131,2
10,0000131,4
11,0000131,3
12,0000417,2
13,0000417,5
14,0000417,6
15,0000417,4
16,0000417,7
17,0000417,8
18,0000439,2
19,0000439,5
20,0000439,9
21,0000439,10
22,0000628,5
23,0000628,2
24,0000833,2
25,0000833,11
26,0001223,2
27,0001223,3
28,0001223,8
29,0001740,2
30,0001740,11
31,0001740,12
32,0002101,11
33,0002101,13
34,0002130,6
35,0002130,11
36,0002130,7
37,0002130,3
38,0002354,2
39,0002354,4
40,0002354,12
41,0002844,9
42,0002844,11
43,0003740,6
44,0003740,11
45,0003740,13
46,0003863,4
47,0003863,2
48,0004099,14
49,0004099,7
50,0004099,6
51,0004099,4
52,0004100,2
53,0004100,4
54,0004101,2
55,0004101,4
56,0004210,2
57,0004210,4
58,0004395,2
59,0004395,4
60,0004413,2
61,0004413,4
62,0004413,11
63,0004457,6
64,0004457,14
65,0004457,7
66,0004518,4
67,0004518,2
68,0004546,4
69,0004546,2
70,0004936,4
71,0004936,2
72,0004972,11
73,0004972,13
74,0004972,15
75,0005074,2
76,0005074,4
77,0005074,16
78,0005078,11
79,0005571,2
80,0005571,4
81,0005960,17
82,0005960,9
83,0005960,11
84,0005960,12
85,0006177,2
86,0006177,4
87,0006206,5
88,0006206,6
89,0006206,9
90,0006206,11
91,0006206,18
92,0006206,19
93,0006333,5
94,0006333,6
95,0006333,8
96,0006414,2
97,0006414,4
98,0006414,12
99,0006437,11
100,0006684,2
101,0006684,4
102,0006689,2
103,0006689,4
104,0006864,11
105,0006864,13
106,0007145,4
107,0007145,14
108,0007145,2
109,0007162,4
110,0007162,2
111,0007264,4
112,0007264,2
113,0007340,11
114,0007507,2
115,0007507,4
116,0007507,12
117,0007832,2
118,0007832,4
119,0007880,2
120,0007880,4
121,0008133,2
122,0008133,4
123,0008133,11
124,0008133,12
125,0008395,17
126,0008395,11
127,0008395,13
128,0009018,2
129,0009018,4
130,0009018,11
131,0009678,4
132,0009678,2
133,0009893,4
134,0009968,11
135,0009968,12
136,0010180,1
137,0010193,11
138,0010247,11
139,0010247,13
140,0010258,4
141,0010258,2
142,0010323,7
143,0010323,3
144,0010323,18
145,0010323,19
146,0010747,4
147,0010747,2
148,0010806,4
149,0010806,11
150,0010806,12
151,0010930,4
152,0010930,2
153,0011130,11
154,0011130,3
155,0011130,8
156,0011267,17
157,0011267,4
158,0011267,11
159,0011439,6
160,0011439,12
161,0011439,10
162,0011508,2
163,0011508,4
164,0011508,12
165,0011541,2
166,0011541,4
167,0011607,4
168,0011607,11
169,0011607,3
170,0011656,4
171,0011656,2
172,0011656,14
173,0011717,5
174,0011717,6
175,0011841,11
176,0011841,12
177,0011870,11
178,0011870,12
179,0012224,4
180,0012224,2
181,0012278,2
182,0012278,4
183,0012349,4
184,0012349,11
185,0012349,14
186,0012364,11
187,0012364,7
188,0012364,3
189,0012494,11
190,0012494,7
191,0012494,19
192,0012532,11
193,0012532,13
194,0012532,12
195,0012651,9
196,0012651,11
197,0012651,3
198,0012651,18
199,0012675,6
200,0012675,11
201,0012675,12
202,0013025,2
203,0013025,4
204,0013025,14
205,0013086,9
206,0013086,18
207,0013086,19
208,0013099,2
209,0013099,4
210,0013140,11
211,0013140,19
212,0013257,1
213,0013257,7
214,0013257,3
215,0013427,1
216,0013442,7
217,0013442,3
218,0013486,4
219,0013486,2
220,0013571,17
221,0013571,11
222,0013571,13
223,0013571,3
224,0013626,11
225,0013741,11
226,0013741,13
227,0013858,2
228,0013858,4
229,0014142,11
230,0014142,3
231,0014142,12
232,0014341,4
233,0014341,12
234,0014341,19
235,0014390,11
236,0014417,11
237,0014429,4
238,0014429,19
239,0014497,4
240,0014497,11
241,0014497,12
242,0014532,17
243,0014532,11
244,0014532,7
245,0014538,4
246,0014624,11
247,0014624,12
248,0014664,20
249,0014664,2
250,0014664,4
251,0014872,2
252,0014972,11
253,0014972,12
254,0014972,19
255,0015002,4
256,0015016,13
257,0015016,12
258,0015016,10
259,0015039,1
260,0015064,11
261,0015163,5
262,0015163,4
263,0015163,12
264,0015174,6
265,0015174,11
266,0015174,7
267,0015175,6
268,0015175,11
269,0015175,7
270,0015202,9
271,0015202,3
272,0015202,18
273,0015202,8
274,0015202,19
275,0015233,4
276,0015233,11
277,0015310,6
278,0015310,11
279,0015310,12
280,0015324,5
281,0015324,4
282,0015324,12
283,0015361,11
284,0015400,6
285,0015400,14
286,0015400,7
287,0015400,12
288,0015477,2
289,0015477,10
290,0015477,4
291,0015532,20
292,0015532,6
293,0015532,7
294,0015532,12
295,0015624,11
296,0015624,12
297,0015624,15
298,0015648,11
299,0015648,13
300,0015673,4
301,0015673,2
302,0015768,11
303,0015772,5
304,0015772,4
305,0015772,11
306,0015772,13
307,0015772,12
308,0015864,6
309,0015864,4
310,0015864,11
311,0015864,14
312,0015881,11
313,0015881,19
314,0015881,10
315,0016039,6
316,0016039,7
317,0016039,8
318,0016172,4
319,0016220,3
320,0016230,11
321,0016230,12
322,0016332,4
323,0016332,12
324,0016361,11
325,0016544,4
326,0016544,14
327,0016544,7
328,0016544,6
329,0016600,4
330,0016600,2
331,0016654,6
332,0016654,5
333,0016747,2
334,0016747,4
335,0016847,11
336,0016847,7
337,0016847,3
338,0016903,2
339,0016903,4
340,0017075,9
341,0017075,11
342,0017075,18
343,0017075,19
344,0017136,11
345,0017136,8
346,0017196,11
347,0017196,12
348,0017350,11
349,0017378,11
350,0017423,11
351,0017463,12
352,0017463,10
353,0017668,1
354,0017729,4
355,0017729,2
356,0017739,4
357,0017739,3
358,0017739,18
359,0017765,4
360,0017765,11
361,0017765,16
362,0017825,6
363,0017825,11
364,0017825,19
365,0017836,4
366,0017836,2
367,0017841,11
368,0017843,12
369,0017843,19
370,0017925,5
371,0017925,6
372,0017925,4
373,0017925,11
374,0017925,15
375,0017925,10
376,0018033,4
377,0018033,12
378,0018037,11
379,0018037,21
380,0018037,22
381,0018037,12
382,0018051,4
383,0018051,11
384,0018051,14
385,0018051,12
386,0018106,4
387,0018106,2
388,0018192,17
389,0018192,11
390,0018192,13
391,0018192,15
392,0018217,11
393,0018217,13
394,0018294,4
395,0018294,2
396,0018328,11
397,0018328,12
398,0018328,16
399,0018356,2
400,0018356,4
401,0018368,4
402,0018368,2
403,0018452,4
404,0018452,2
405,0018455,11
406,0018455,12
407,0018471,4
408,0018471,11
409,0018471,12
410,0018505,4
411,0018505,11
412,0018526,9
413,0018526,11
414,0018526,23
415,0018526,12
416,0018528,11
417,0018528,3
418,0018528,12
419,0018528,19
420,0018578,11
421,0018578,12
422,0018578,15
423,0018578,5
424,0018583,4
425,0018583,2
426,0018684,6
427,0018684,11
428,0018737,9
429,0018737,11
430,0018737,12
431,0018742,4
432,0018742,12
433,0018742,14
434,0018742,11
435,0018773,4
436,0018773,12
437,0018806,11
438,0018806,12
439,0018839,9
440,0018839,11
441,0018839,23
442,0018839,12
443,0018860,4
444,0018860,2
445,0018876,4
446,0018876,11
447,0018876,12
448,0018890,4
449,0018890,2
450,0019071,11
451,0019071,13
452,0019071,12
453,0019071,15
454,0019074,11
455,0019079,4
456,0019079,2
457,0019109,4
458,0019109,11
459,0019109,12
460,0019130,11
461,0019130,3
462,0019130,18
463,0019130,12
464,0019130,19
465,0019195,11
466,0019195,12
467,0019254,17
468,0019254,11
469,0019254,13
470,0019286,11
471,0019286,15
472,0019344,11
473,0019376,4
474,0019376,2
475,0019412,5
476,0019412,4
477,0019412,14
478,0019415,12
479,0019415,19
480,0019421,5
481,0019421,4
482,0019421,11
483,0019421,14
484,0019421,12
485,0019422,20
486,0019422,2
487,0019422,4
488,0019422,14
489,0019422,22
490,0019429,11
491,0019465,4
492,0019465,2
493,0019504,4
494,0019504,2
495,0019509,11
496,0019509,12
497,0019556,4
498,0019556,2
499,0019585,11
500,0019585,12
501,0019585,10
502,0019591,11
503,0019607,2
504,0019607,4
505,0019607,21
506,0019686,2
507,0019686,4
508,0019688,2
509,0019688,4
510,0019688,14
511,0019702,9
512,0019702,19
513,0019729,11
514,0019729,22
515,0019729,12
516,0019760,1
517,0019760,21
518,0019777,4
519,0019777,22
520,0019796,4
521,0019832,4
522,0019832,2
523,0019838,1
524,0019901,4
525,0019901,11
526,0019901,12
527,0019901,8
528,0019957,11
529,0019957,12
530,0019993,22
531,0019999,4
532,0019999,2
533,0020030,6
534,0020030,11
535,0020030,13
536,0020030,12
537,0020112,4
538,0020112,22
539,0020112,12
540,0020122,11
541,0020122,12
542,0020142,11
543,0020142,12
544,0020161,2
545,0020161,4
546,0020161,14
547,0020163,4
548,0020163,11
549,0020163,12
550,0020264,2
551,0020264,4
552,0020286,6
553,0020286,11
554,0020286,12
555,0020471,4
556,0020475,11
557,0020487,4
558,0020487,2
559,0020489,4
560,0020489,2
561,0020514,11
562,0020530,2
563,0020530,7
564,0020530,3
565,0020531,4
566,0020531,2
567,0020572,4
568,0020581,11
569,0020581,12
570,0020585,4
571,0020585,11
572,0020585,12
573,0020629,11
574,0020629,15
575,0020640,4
576,0020640,22
577,0020641,11
578,0020641,12
579,0020643,4
580,0020643,2
581,0020678,2
582,0020678,4
583,0020686,9
584,0020686,11
585,0020686,19
586,0020691,6
587,0020691,12
588,0020691,10
589,0020693,17
590,0020693,11
591,0020693,10
592,0020697,11
593,0020697,21
594,0020698,2
595,0020698,4
596,0020708,4
597,0020708,2
598,0020708,14
599,0020768,11
600,0020768,12
601,0020827,12
602,0020827,11
603,0020859,9
604,0020859,11
605,0020902,4
606,0020902,22
607,0020927,2
608,0020927,4
609,0020927,16
610,0020960,11
611,0020960,15
612,0020979,2
613,0020979,4
614,0020980,9
615,0020980,11
616,0020980,12
617,0020987,4
618,0020987,12
619,0021013,11
620,0021013,15
621,0021054,2
622,0021054,4
623,0021054,9
624,0021054,18
625,0021079,5
626,0021079,9
627,0021079,11
628,0021079,12
629,0021156,11
630,0021156,12
631,0021165,9
632,0021165,18
633,0021165,19
634,0021182,2
635,0021182,4
636,0021197,11
637,0021197,12
638,0021283,4
639,0021283,11
640,0021331,7
641,0021406,9
642,0021406,11
643,0021409,4
644,0021409,11
645,0021409,22
646,0021508,4
647,0021508,9
648,0021508,11
649,0021542,11
650,0021542,12
651,0021542,15
652,0021571,11
653,0021576,1
654,0021576,2
655,0021576,4
656,0021577,4
657,0021577,11
658,0021636,11
659,0021646,2
660,0021646,4
661,0021649,11
662,0021649,12
663,0021684,11
664,0021684,12
665,0021684,15
666,0021738,2
667,0021738,4
668,0021739,9
669,0021739,11
670,0021746,11
671,0021746,10
672,0021749,4
673,0021749,11
674,0021749,12
675,0021750,9
676,0021750,11
677,0021750,23
678,0021750,12
679,0021755,2
680,0021755,4
681,0021772,22
682,0021772,12
683,0021785,9
684,0021785,11
685,0021814,7
686,0021814,3
687,0021815,11
688,0021815,7
689,0021815,3
690,0021861,12
691,0021861,10
692,0021884,11
693,0021884,3
694,0021884,8
695,0021885,9
696,0021885,11
697,0021885,12
698,0021890,4
699,0022017,11
700,0022047,11
701,0022048,4
702,0022048,12
703,0022058,2
704,0022058,4
705,0022080,11
706,0022080,12
707,0022100,9
708,0022100,18
709,0022100,19
710,0022105,4
711,0022105,11
712,0022117,4
713,0022125,4
714,0022125,11
715,0022125,12
716,0022149,11
717,0022149,12
718,0022150,22
719,0022150,4
720,0022158,4
721,0022158,22
722,0022183,11
723,0022183,12
724,0022204,11
725,0022204,15
726,0022208,4
727,0022208,9
728,0022208,11
729,0022251,4
730,0022251,9
731,0022251,11
732,0022251,22
733,0022279,4
734,0022279,11
735,0022279,12
736,0022286,9
737,0022286,11
738,0022335,9
739,0022335,11
740,0022339,11
741,0022395,11
742,0022397,4
743,0022397,11
744,0022397,14
745,0022403,9
746,0022403,11
747,0022404,4
748,0022404,11
749,0022404,12
750,0022454,11
751,0022454,3
752,0022454,12
753,0022454,8
754,0022458,11
755,0022458,12
756,0022458,6
757,0022462,1
758,0022462,2
759,0022462,16
760,0022495,5
761,0022495,6
762,0022495,11
763,0022495,12
764,0022517,11
765,0022517,12
766,0022599,4
767,0022599,22
768,0022628,4
769,0022628,11
770,0022628,12
771,0022630,2
772,0022630,4
773,0022694,11
774,0022694,7
775,0022694,18
776,0022718,4
777,0022732,2
778,0022732,4
779,0022778,11
780,0022778,10
781,0022782,2
782,0022782,4
783,0022787,11
784,0022787,15
785,0022792,5
786,0022792,11
787,0022792,16
788,0022807,4
789,0022807,2
790,0022817,4
791,0022817,22
792,0022817,2
793,0022834,11
794,0022834,12
795,0022835,3
796,0022835,8
797,0022879,11
798,0022879,12
799,0022879,15
800,0022882,4
801,0022882,12
802,0022882,16
803,0022883,2
804,0022883,4
805,0022913,11
806,0022913,3
807,0022958,11
808,0022958,12
809,0022981,3
810,0022981,18
811,0022981,10
812,0022991,11
813,0022994,2
814,0022994,4
815,0023027,4
816,0023027,22
817,0023027,12
818,0023027,16
819,0023037,1
820,0023037,2
821,0023042,9
822,0023042,11
823,0023042,23
824,0023049,4
825,0023049,11
826,0023054,9
827,0023054,11
828,0023130,4
829,0023158,4
830,0023158,22
831,0023158,12
832,0023180,12
833,0023180,4
834,0023180,11
835,0023194,6
836,0023194,3
837,0023194,8
838,0023202,4
839,0023202,11
840,0023202,12
841,0023213,4
842,0023213,11
843,0023213,12
844,0023238,5
845,0023238,6
846,0023238,19
847,0023245,7
848,0023245,3
849,0023249,9
850,0023249,3
851,0023249,18
852,0023251,4
853,0023251,2
854,0023266,4
855,0023266,11
856,0023285,9
857,0023285,18
858,0023285,19
859,0023293,4
860,0023293,3
861,0023293,19
862,0023300,4
863,0023300,2
864,0023302,4
865,0023303,4
866,0023303,22
867,0023303,12
868,0023305,4
869,0023305,11
870,0023305,12
871,0023312,4
872,0023312,15
873,0023327,4
874,0023327,11
875,0023327,18
876,0023327,12
877,0023333,18
878,0023333,19
879,0023349,4
880,0023349,11
881,0023349,12
882,0023362,11
883,0023362,4
884,0023369,11
885,0023395,4
886,0023395,12
887,0023395,19
888,0023427,5
889,0023427,9
890,0023427,11
891,0023427,23
892,0023427,19
893,0023439,4
894,0023439,2
895,0023458,6
896,0023458,11
897,0023458,12
898,0023458,19
899,0023551,5
900,0023551,6
901,0023551,12
902,0023563,9
903,0023578,4
904,0023578,2
905,0023583,18
906,0023583,19
907,0023590,9
908,0023590,11
909,0023590,12
910,0023613,4
911,0023613,2
912,0023622,4
913,0023622,9
914,0023622,12
915,0023634,4
916,0023634,11
917,0023640,4
918,0023640,8
919,0023640,3
920,0023642,4
921,0023642,11
922,0023642,12
923,0023649,7
924,0023649,3
925,0023685,11
926,0023685,13
927,0023685,12
928,0023686,11
929,0023694,3
930,0023753,6
931,0023753,14
932,0023753,7
933,0023775,11
934,0023775,12
935,0023785,11
936,0023785,12
937,0023808,5
938,0023808,6
939,0023808,4
940,0023808,9
941,0023808,11
942,0023808,12
943,0023808,16
944,0023814,11
945,0023814,12
946,0023814,15
947,0023817,9
948,0023817,11
949,0023848,13
950,0023848,22
951,0023858,2
952,0023858,4
953,0023876,11
954,0023876,12
955,0023876,15
956,0023902,11
957,0023902,15
958,0023923,4
959,0023926,4
960,0023926,22
961,0023926,12
962,0023937,11
963,0023940,4
964,0023940,12
965,0023948,4
966,0023948,11
967,0023950,2
968,0023950,4
969,0023950,8
970,0023960,4
971,0023960,11
972,0023969,4
973,0023969,22
974,0023969,15
975,0024028,4
976,0024028,22
977,0024028,12
978,0024034,4
979,0024034,22
980,0024034,12
981,0024054,4
982,0024054,9
983,0024054,18
984,0024069,4
985,0024069,11
986,0024069,22
987,0024083,4
988,0024083,11
989,0024083,22
990,0024092,4
991,0024120,9
992,0024120,11
993,0024120,12
994,0024124,4
995,0024124,12
996,0024166,4
997,0024166,22
998,0024166,12
999,0024183,4
1000,0024184,3
1001,0024184,8
1002,0024188,3
1003,0024188,8
1004,0024210,9
1005,0024210,18
1006,0024216,6
1007,0024216,3
1008,0024216,8
1009,0024235,4
1010,0024235,11
1011,0024235,21
1012,0024252,11
1013,0024252,12
1014,0024264,11
1015,0024264,14
1016,0024264,12
1017,0024316,2
1018,0024316,4
1019,0024335,2
1020,0024335,4
1021,0024353,11
1022,0024353,12
1023,0024368,3
1024,0024368,18
1025,0024368,19
1026,0024402,11
1027,0024402,15
1028,0024450,11
1029,0024450,9
1030,0024473,17
1031,0024473,4
1032,0024473,11
1033,0024473,13
1034,0024473,12
1035,0024481,17
1036,0024481,11
1037,0024481,13
1038,0024481,12
1039,0024548,4
1040,0024548,11
1041,0024548,13
1042,0024548,22
1043,0024548,12
1044,0024554,9
1045,0024554,18
1046,0024554,12
1047,0024554,19
1048,0024601,4
1049,0024659,4
1050,0024660,20
1051,0024660,2
1052,0024660,4
1053,0024660,14
1054,0024660,22
1055,0024706,4
1056,0024706,2
1057,0024747,17
1058,0024747,21
1059,0024747,12
1060,0024803,2
1061,0024803,4
1062,0024803,11
1063,0024831,4
1064,0024831,11
1065,0024831,14
1066,0024844,4
1067,0024844,11
1068,0024844,12
1069,0024852,4
1070,0024852,14
1071,0024852,7
1072,0024852,22
1073,0024873,4
1074,0024873,11
1075,0024873,22
1076,0024894,6
1077,0024894,9
1078,0024894,3
1079,0024894,12
1080,0024894,19
1081,0024914,4
1082,0024914,11
1083,0024914,14
1084,0024914,22
1085,0024933,4
1086,0024933,9
1087,0024933,18
1088,0024989,11
1089,0024989,18
1090,0024989,12
1091,0025004,5
1092,0025004,6
1093,0025004,11
1094,0025004,13
1095,0025004,12
1096,0025004,19
1097,0025132,4
1098,0025132,11
1099,0025132,12
1100,0025164,4
1101,0025164,22
1102,0025164,12
1103,0025187,4
1104,0025187,22
1105,0025187,2
1106,0025263,20
1107,0025263,4
1108,0025263,22
1109,0025272,17
1110,0025272,11
1111,0025272,13
1112,0025290,4
1113,0025290,12
1114,0025301,11
1115,0025301,12
1116,0025316,4
1117,0025316,12
1118,0025318,4
1119,0025330,4
1120,0025330,9
1121,0025330,11
1122,0025330,12
1123,0025335,4
1124,0025335,11
1125,0025335,12
1126,0025373,12
1127,0025373,10
